Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Full Time
52A1399,430699,434878,3,3,A61,1,4,1,E08000035,9,1,3,2,30,2018-02-10 17:24:00
52A1718,427618,434516,2,3,A65,2,4,2,E08000035,4,1,3,1,28,2018-02-10 20:09:00
52A1718,427618,434516,2,3,A65,2,4,2,E08000035,4,2,2,1,20,2018-02-10 20:09:00
52B1046,431302,433880,1,6,U,1,1,1,E08000035,11,2,3,1,6,2018-02-11 13:50:00
52B1166,433259,432729,1,6,U,1,1,1,E08000035,11,2,3,2,55,2018-02-11 14:00:00
52C0465,444201,433468,2,5,C,1,1,1,E08000035,9,1,3,2,64,2018-02-12 10:00:00
52C1095,430711,424426,2,3,A650,1,1,1,E08000035,9,1,3,2,26,2018-02-12 15:25:00
52C1430,431950,435798,2,3,A58,1,1,1,E08000035,11,2,3,2,55,2018-02-12 10:20:00
52C1430,431950,435798,2,3,A58,1,1,1,E08000035,11,2,3,1,6,2018-02-12 10:20:00
52C1751,430070,433830,2,6,U,1,1,1,E08000035,1,1,3,1,34,2018-02-12 07:50:00
52C1982,432552,434328,2,6,U,1,4,1,E08000035,9,1,3,1,47,2018-02-12 22:15:00
52D0357,431269,433826,1,6,U,1,4,1,E08000035,4,3,3,1,59,2018-02-12 17:20:00
52D0371,428113,432785,2,6,U,2,1,2,E08000035,9,1,3,1,25,2018-02-13 09:13:00
52D0581,431427,432651,2,6,U,2,1,2,E08000035,9,1,3,1,21,2018-02-13 11:31:00
52D0890,430040,434049,1,3,A660,2,1,1,E08000035,11,2,3,1,69,2018-02-13 14:25:00
52E0249,424278,428910,2,6,U,1,1,2,E08000035,9,1,3,2,32,2018-02-14 07:40:00
52E0249,424278,428910,2,6,U,1,1,2,E08000035,9,1,3,2,23,2018-02-14 07:40:00
52E0458,433065,426415,3,3,A61,2,1,1,E08000035,9,1,3,1,71,2018-02-14 10:15:00
52E0458,433065,426415,3,3,A61,2,1,1,E08000035,9,2,3,1,36,2018-02-14 10:15:00
52E0458,433065,426415,3,3,A61,2,1,1,E08000035,9,1,3,2,25,2018-02-14 10:15:00
52E1341,428139,435851,2,3,A660,2,4,1,E08000035,1,1,3,1,54,2018-02-14 17:30:00
52E1362,432430,426102,3,1,M62,2,4,2,E08000035,9,1,2,1,67,2018-02-14 18:04:00
52E1501,429183,430908,1,6,U,2,4,1,E08000035,9,3,3,1,31,2018-02-14 19:12:00
52F0138,426316,433620,1,6,U,1,4,1,E08000035,9,3,3,1,28,2018-02-15 02:19:00
52F0953,424129,430427,2,3,A58,2,1,1,E08000035,9,1,3,2,74,2018-02-17 16:30:00
52G0403,429320,436294,2,6,U,2,1,1,E08000035,9,2,2,2,65,2018-02-16 09:00:00
52G0633,418260,442433,2,3,A65,2,1,1,E08000035,9,1,3,1,81,2018-02-16 11:15:00
52G0633,418260,442433,2,3,A65,2,1,1,E08000035,9,1,3,1,70,2018-02-16 11:15:00
52G0993,432129,435329,2,6,U,1,1,1,E08000035,9,2,3,2,32,2018-02-16 14:30:00
52G0993,432129,435329,2,6,U,1,1,1,E08000035,9,1,3,1,32,2018-02-16 14:30:00
52G1425,430837,433300,2,6,U,1,7,1,E08000035,9,1,3,1,46,2018-02-16 17:30:00
52G1725,432758,429212,3,6,U,1,7,1,E08000035,8,2,3,2,17,2018-02-16 19:50:00
52G1735,426551,438688,1,6,U,2,4,1,E08000035,9,3,1,2,84,2018-02-16 19:54:00
52G2053,431884,435126,1,6,U,1,4,1,E08000035,9,3,2,1,45,2018-02-16 22:34:00
52H0042,429186,435465,2,6,U,2,4,1,E08000035,8,1,3,1,38,2018-02-17 00:15:00
52H1452,431620,426338,2,6,U,1,4,1,E08000035,9,1,3,2,29,2018-02-17 18:05:00
52I0723,431512,440587,2,6,U,1,1,1,E08000035,1,1,2,1,45,2018-02-18 11:30:00
52I0795,431005,430543,2,6,U,2,1,1,E08000035,9,1,3,2,75,2018-02-18 12:18:00
52I0795,431005,430543,2,6,U,2,1,1,E08000035,19,2,3,2,55,2018-02-18 12:18:00
52I1158,432699,434508,2,4,B6159,1,1,1,E08000035,9,1,3,1,47,2018-02-18 15:19:00
52I1416,428011,435414,2,6,U,1,7,1,E08000035,1,1,3,2,33,2018-02-18 16:50:00
52I1529,433221,441562,2,6,U,2,6,2,E08000035,9,2,3,1,5,2018-02-18 18:25:00
52I1529,433221,441562,2,6,U,2,6,2,E08000035,9,1,3,2,42,2018-02-18 18:25:00
52I1722,443621,435554,3,2,A1(M),1,1,1,E08000035,19,1,3,1,51,2018-02-17 10:20:00
52J0539,428935,433426,4,3,A58,1,1,1,E08000035,9,1,3,2,25,2018-02-19 11:00:00
52J1728,432297,436292,2,6,U,1,1,1,E08000035,1,1,3,2,32,2018-02-19 08:30:00
52K0466,430205,433553,1,6,U,1,1,1,E08000035,9,3,3,1,54,2018-02-20 10:10:00
52K0633,430699,434881,3,3,A61,1,1,1,E08000035,9,2,3,1,36,2018-02-20 11:55:00
52K0633,430699,434881,3,3,A61,1,1,1,E08000035,9,1,3,1,30,2018-02-20 11:55:00
52K0633,430699,434881,3,3,A61,1,1,1,E08000035,9,2,3,1,78,2018-02-20 11:55:00
52K0817,431929,445237,1,6,U,2,1,1,E08000035,9,1,3,1,81,2018-02-20 13:27:00
52K1668,426962,433382,1,6,U,2,4,2,E08000035,9,3,3,1,16,2018-02-20 19:55:00
52K1987,428128,434712,1,6,U,1,4,1,E08000035,9,3,3,2,19,2018-02-20 22:50:00
52L0839,414747,442826,2,6,U,1,1,1,E08000035,9,1,3,1,42,2018-02-21 13:25:00
52L1021,420690,440978,1,6,U,1,1,1,E08000035,9,3,3,1,67,2018-02-21 15:00:00
52L1071,427298,433770,1,6,U,1,1,1,E08000035,9,3,3,2,27,2018-02-21 15:15:00
52L1151,425976,434657,1,6,U,1,1,1,E08000035,9,3,3,1,32,2018-02-21 15:56:00
52L1510,431435,431610,2,3,A639,2,4,1,E08000035,9,2,3,1,9,2018-02-21 18:30:00
52M0287,436925,433641,3,3,A63,1,1,1,E08000035,9,1,3,2,34,2018-02-22 08:08:00
52M0493,428664,437012,2,4,B6157,1,7,1,E08000035,1,1,3,1,34,2018-02-21 07:00:00
52M0724,428432,435004,2,6,U,1,1,1,E08000035,9,1,3,2,21,2018-02-22 12:45:00
52M0724,428432,435004,2,6,U,1,1,1,E08000035,9,2,3,1,23,2018-02-22 12:45:00
52M1614,436214,436844,2,3,A64,1,4,1,E08000035,9,1,3,1,48,2018-02-22 19:54:00
52M1828,427980,436048,2,3,A660,1,4,1,E08000035,1,1,3,1,24,2018-02-22 21:30:00
52N0337,420485,440307,1,3,A65,1,1,1,E08000035,9,3,3,1,50,2018-02-23 08:30:00
52N0338,422293,436835,2,3,A6120,4,1,1,E08000035,9,1,3,1,49,2018-02-23 08:30:00
52N0590,430099,431521,2,3,A653,1,1,1,E08000035,1,1,3,1,50,2018-02-23 11:22:00
52N0790,428397,429061,1,3,A6110,1,1,1,E08000035,9,1,2,1,58,2018-02-24 13:28:00
52N1199,430420,433807,2,6,U,1,1,1,E08000035,11,2,2,2,75,2018-02-23 14:00:00
52N1702,425030,433179,2,6,U,1,4,1,E08000035,9,1,3,1,22,2018-02-23 20:10:00
52N1754,427541,436167,2,6,U,1,1,1,E08000035,1,1,2,2,25,2018-02-23 16:00:00
52N1934,427613,441658,1,6,U,1,6,1,E08000035,9,1,3,1,28,2018-02-23 22:55:00
52N2004,427915,435312,2,6,U,1,4,1,E08000035,8,1,3,1,41,2018-02-23 23:25:00
52O0005,419422,443129,1,6,U,1,7,1,E08000035,9,2,3,1,17,2018-02-24 00:05:00
52O0005,419422,443129,1,6,U,1,7,1,E08000035,9,2,3,1,17,2018-02-24 00:05:00
52O0005,419422,443129,1,6,U,1,7,1,E08000035,9,2,3,1,17,2018-02-24 00:05:00
52O1293,427887,430959,1,3,A643,1,1,1,E08000035,9,3,2,1,53,2018-02-24 16:51:00
52P0959,432532,443146,1,3,A61,1,1,1,E08000035,9,3,1,2,89,2018-02-25 14:34:00
52Q1077,433105,432725,2,6,U,1,1,3,E08000035,9,1,3,1,49,2018-02-26 15:05:00
52R0151,421084,434200,1,3,A647,3,4,3,E08000035,9,1,2,1,36,2018-02-27 03:52:00
52R0502,427341,437182,1,3,A660,2,1,1,E08000035,9,3,3,2,17,2018-02-27 10:35:00
52S0393,425214,426682,2,1,M62,3,1,3,E08000035,9,1,3,1,54,2018-03-01 09:30:00
52S0393,425214,426682,2,1,M62,3,1,3,E08000035,9,2,3,2,53,2018-03-01 09:30:00
52S0700,436796,428236,1,6,U,3,1,6,E08000035,9,2,3,2,46,2018-02-28 12:15:00
52S0700,436796,428236,1,6,U,3,1,6,E08000035,9,2,3,2,24,2018-02-28 12:15:00
52S1634,430366,432242,1,6,U,3,4,3,E08000035,9,2,3,2,17,2018-02-28 18:29:00
52S1650,430866,428552,1,6,U,3,4,3,E08000035,9,3,3,1,29,2018-02-28 18:30:00
5311326,422874,434819,1,6,U,1,7,1,E08000035,9,3,3,2,15,2018-03-01 17:05:00
5321014,441087,434591,1,1,M1,2,1,4,E08000035,9,1,2,1,40,2018-03-02 16:05:00
5321560,427844,435959,2,6,U,3,4,1,E08000035,9,1,3,1,42,2018-03-02 20:15:00
5321651,428621,432870,2,3,A643,3,4,3,E08000035,9,1,3,2,23,2018-03-02 21:04:00
5330782,427861,436179,2,4,B6157,1,1,1,E08000035,1,1,3,1,21,2018-03-03 12:40:00
5331118,432516,438025,2,6,U,1,1,1,E08000035,9,1,3,1,37,2018-03-03 16:02:00
5331745,427125,439903,2,6,U,2,7,4,E08000035,9,1,3,1,37,2018-03-03 21:45:00
5331745,427125,439903,2,6,U,2,7,4,E08000035,9,2,3,1,4,2018-03-03 21:45:00
5340882,434171,445051,2,3,A659,2,1,7,E08000035,9,1,3,1,70,2018-03-04 14:05:00
5340882,434171,445051,2,3,A659,2,1,7,E08000035,9,2,1,2,69,2018-03-04 14:05:00
5360287,434874,431312,2,3,A63,2,1,1,E08000035,3,1,3,1,36,2018-03-06 07:40:00
5360401,431442,434895,1,6,U,1,1,1,E08000035,9,3,3,1,6,2018-03-06 08:50:00
5360430,417932,443181,2,3,A65,2,1,1,E08000035,1,1,2,1,69,2018-03-06 09:08:00
5360888,420292,445366,1,6,U,2,1,1,E08000035,9,3,1,2,75,2018-03-06 13:20:00
5360985,430691,431911,3,3,A61,2,1,1,E08000035,9,2,3,1,18,2018-03-06 14:05:00
5361667,427872,431314,2,1,M621,1,4,1,E08000035,9,1,3,1,36,2018-03-06 18:58:00
5361667,427872,431314,2,1,M621,1,4,1,E08000035,9,1,3,1,40,2018-03-06 18:58:00
5361857,426005,428231,1,4,B6126,1,1,1,E08000035,11,2,3,2,60,2018-03-06 16:00:00
5370745,427499,431339,2,3,A62,1,1,1,E08000035,11,2,3,2,30,2018-03-07 12:00:00
5371093,426365,437829,1,6,U,1,1,1,E08000035,9,3,3,2,12,2018-03-07 14:54:00
5371464,418976,442084,2,3,A65,1,7,1,E08000035,1,1,3,1,37,2018-03-08 17:23:00
5372047,431236,429806,1,6,U,1,4,1,E08000035,9,3,3,1,78,2018-03-07 21:47:00
5380230,426378,426747,1,3,A650,3,4,3,E08000035,19,3,2,1,28,2018-03-08 06:10:00
5380339,432223,436395,1,6,U,3,7,3,E08000035,9,3,3,1,51,2018-03-08 07:15:00
5380766,425094,434309,2,3,A647,1,1,1,E08000035,9,2,3,2,30,2018-03-08 11:00:00
5380766,425094,434309,2,3,A647,1,1,1,E08000035,9,1,3,1,57,2018-03-08 11:00:00
5381175,440670,429117,1,6,U,1,1,1,E08000035,2,1,2,1,16,2018-03-08 15:01:00
5381477,431615,437682,2,6,U,1,1,1,E08000035,9,1,3,2,47,2018-03-08 15:30:00
5381518,442208,434639,2,6,U,1,1,1,E08000035,9,1,3,2,36,2018-03-08 16:30:00
5381586,428867,433730,2,3,A65,1,4,1,E08000035,9,1,3,2,19,2018-03-08 18:00:00
5381587,440362,434712,2,6,U,2,6,1,E08000035,9,1,3,2,51,2018-03-08 18:10:00
5381894,429073,431236,2,6,U,1,4,1,E08000035,9,1,3,1,47,2018-03-08 20:39:00
5381894,429073,431236,2,6,U,1,4,1,E08000035,9,1,3,2,68,2018-03-08 20:39:00
5381894,429073,431236,2,6,U,1,4,1,E08000035,9,2,3,1,71,2018-03-08 20:39:00
5381927,430901,430366,2,6,U,1,4,1,E08000035,5,1,2,1,37,2018-03-08 20:51:00
5381927,430901,430366,2,6,U,1,4,1,E08000035,5,2,2,1,12,2018-03-08 20:51:00
5390904,426899,439316,2,3,A660,2,1,1,E08000035,9,1,3,2,38,2018-03-09 13:45:00
5390904,426899,439316,2,3,A660,2,1,1,E08000035,9,2,3,2,1,2018-03-09 13:45:00
5390904,426899,439316,2,3,A660,2,1,1,E08000035,9,2,3,2,4,2018-03-09 13:45:00
5391525,429241,433846,2,6,U,1,4,1,E08000035,1,1,3,1,42,2018-03-09 18:10:00
5391982,435719,435741,1,6,U,1,4,1,E08000035,9,3,3,1,29,2018-03-09 21:40:00
53A0189,428111,426283,2,3,A650,2,4,1,E08000035,8,2,2,2,16,2018-03-10 02:15:00
53A0189,428111,426283,2,3,A650,2,4,1,E08000035,8,2,2,2,16,2018-03-10 02:15:00
53A0329,432283,426133,2,1,M1,2,4,2,E08000035,9,1,2,1,36,2018-03-10 05:22:00
53A0824,430676,434874,2,3,A61,1,4,1,E08000035,9,1,3,1,27,2018-03-08 23:00:00
53A0824,430676,434874,2,3,A61,1,4,1,E08000035,9,2,3,1,25,2018-03-08 23:00:00
53A0824,430676,434874,2,3,A61,1,4,1,E08000035,9,2,3,1,25,2018-03-08 23:00:00
53A1091,431888,435580,2,6,U,2,1,1,E08000035,9,2,3,2,13,2018-03-10 14:19:00
53A1754,431008,428122,2,6,U,2,1,1,E08000035,9,1,3,1,39,2018-03-10 18:40:00
53A1820,423848,434262,3,6,U,2,4,1,E08000035,9,1,3,1,77,2018-03-10 20:14:00
53A1820,423848,434262,3,6,U,2,4,1,E08000035,9,1,3,1,44,2018-03-10 20:14:00
53A1950,429188,431915,2,6,U,2,4,1,E08000035,9,1,3,1,22,2018-03-10 21:37:00
53B0398,427009,440183,1,6,U,2,1,8,E08000035,8,1,3,1,48,2018-03-11 06:40:00
53B0830,432434,434839,2,6,U,2,1,1,E08000035,9,1,3,1,32,2018-03-11 12:50:00
53B0830,432434,434839,2,6,U,2,1,1,E08000035,9,1,3,1,48,2018-03-11 12:50:00
53B0857,430766,438803,1,6,U,1,1,1,E08000035,9,3,3,2,11,2018-03-11 13:04:00
53B0872,432091,435867,2,3,A58,1,1,1,E08000035,9,1,3,1,43,2018-03-11 13:10:00
53B0872,432091,435867,2,3,A58,1,1,1,E08000035,9,1,3,1,54,2018-03-11 13:10:00
53C0145,426717,429878,1,1,M621,2,4,2,E08000035,9,1,2,1,24,2018-03-12 03:40:00
53C0145,426717,429878,1,1,M621,2,4,2,E08000035,9,2,2,1,27,2018-03-12 03:40:00
53C0352,425400,427054,1,3,A650,2,1,2,E08000035,9,3,3,2,82,2018-03-12 08:50:00
53C1358,425123,437948,2,6,U,1,1,1,E08000035,1,1,3,1,24,2018-03-12 07:14:00
53D0336,429234,431911,2,1,M621,1,1,1,E08000035,9,1,3,2,32,2018-03-13 08:30:00
53D0967,431667,434674,1,6,U,1,1,1,E08000035,8,3,3,2,71,2018-03-13 11:15:00
53E0338,430046,431273,1,6,U,1,1,1,E08000035,9,3,3,2,55,2018-03-14 09:09:00
53E0342,425956,428276,1,4,B6126,1,1,1,E08000035,9,3,3,1,13,2018-03-14 09:10:00
53E0991,436496,431059,2,1,M1,1,1,1,E08000035,21,1,3,1,62,2018-03-14 15:03:00
53E0991,436496,431059,2,1,M1,1,1,1,E08000035,21,2,3,1,49,2018-03-14 15:03:00
53E0991,436496,431059,2,1,M1,1,1,1,E08000035,21,2,3,1,48,2018-03-14 15:03:00
53E1833,428803,434022,2,6,U,1,4,1,E08000035,1,1,2,1,48,2018-03-15 21:36:00
53F0198,429040,435636,3,6,U,1,4,1,E08000035,9,2,3,1,34,2018-03-15 04:17:00
53F0198,429040,435636,3,6,U,1,4,1,E08000035,9,1,3,1,38,2018-03-15 04:17:00
53F0309,427525,438702,1,6,U,2,1,2,E08000035,9,2,3,2,52,2018-03-15 07:30:00
53F0309,427525,438702,1,6,U,2,1,2,E08000035,9,3,3,1,14,2018-03-15 07:30:00
53F0315,422565,437956,2,3,A65,4,1,2,E08000035,5,1,3,1,27,2018-03-15 08:00:00
53F0468,440592,448188,1,6,U,1,1,1,E08000035,9,3,3,1,26,2018-03-15 09:30:00
53F0696,433569,434932,1,6,U,1,1,1,E08000035,9,2,3,2,2,2018-03-14 16:00:00
53F0966,420501,434298,2,6,U,2,1,1,E08000035,9,1,3,1,64,2018-03-15 14:30:00
53F0966,420501,434298,2,6,U,2,1,1,E08000035,9,2,3,2,62,2018-03-15 14:30:00
53G0410,428585,435670,2,6,U,2,1,5,E08000035,1,1,3,1,18,2018-03-16 09:20:00
53G0972,428430,435004,2,6,U,2,1,1,E08000035,1,1,3,1,23,2018-03-16 14:15:00
53G1210,431759,435427,1,6,U,1,1,1,E08000035,9,3,3,1,12,2018-03-16 16:19:00
53G1829,436470,434065,1,3,A6120,2,4,3,E08000035,9,3,3,1,74,2018-03-16 21:50:00
53H0428,428962,435475,1,6,U,2,4,2,E08000035,9,3,1,2,20,2018-03-17 04:28:00
53I0076,438557,433791,1,1,M1,3,6,6,E08000035,9,2,3,2,23,2018-03-18 00:15:00
53I1214,437013,434743,2,6,U,2,1,1,E08000035,19,1,3,1,20,2018-03-18 15:42:00
53J0217,428380,434057,2,3,A65,1,1,1,E08000035,1,1,3,1,53,2018-03-19 07:23:00
53J0483,425110,445012,2,6,U,1,1,1,E08000035,1,1,2,1,28,2018-03-19 10:15:00
53K0029,430565,431181,1,3,A61,1,4,1,E08000035,9,2,3,1,24,2018-03-20 00:46:00
53K0245,435802,425825,2,3,A642,1,1,1,E08000035,9,2,3,1,48,2018-03-20 08:33:00
53K0425,426942,431790,2,6,U,1,1,1,E08000035,1,1,3,2,32,2018-03-20 07:50:00
53K1029,426269,442381,2,3,A660,1,1,1,E08000035,9,1,2,1,28,2018-03-20 14:55:00
53K1029,426269,442381,2,3,A660,1,1,1,E08000035,9,2,3,2,27,2018-03-20 14:55:00
53K1077,426324,438444,2,6,U,1,1,1,E08000035,1,1,3,1,35,2018-03-20 13:30:00
53K1098,427808,435402,2,6,U,1,1,1,E08000035,1,1,3,2,27,2018-03-20 15:15:00
53K1254,430073,433866,2,6,U,1,1,1,E08000035,1,1,3,1,40,2018-03-20 09:00:00
53K1272,428655,430790,1,6,U,1,1,1,E08000035,9,3,3,1,46,2018-03-20 16:00:00
53K1581,426214,431888,2,3,A6110,1,4,1,E08000035,9,1,3,1,49,2018-03-20 19:25:00
53L0230,431877,425611,1,6,U,4,1,1,E08000035,9,1,3,1,25,2018-03-21 06:55:00
53L0327,422477,438059,2,3,A65,1,1,1,E08000035,9,1,2,1,31,2018-03-21 08:22:00
53L1179,436024,434796,2,6,U,1,1,1,E08000035,1,1,3,1,19,2018-03-21 15:27:00
53M0323,435940,433597,2,4,B6159,1,1,1,E08000035,9,1,3,2,59,2018-03-22 08:20:00
53M0763,431137,430366,2,6,U,1,1,1,E08000035,9,1,3,1,26,2018-03-22 12:20:00
53M0843,439867,441821,1,6,U,2,1,1,E08000035,9,1,2,1,18,2018-03-22 08:43:00
53M1438,434473,433713,2,4,B6159,1,1,1,E08000035,19,1,3,1,52,2018-03-22 15:45:00
53M1595,428939,430980,1,6,U,1,4,1,E08000035,9,3,3,1,7,2018-03-22 18:16:00
53M1981,433155,426325,3,3,A61,1,4,1,E08000035,9,1,3,1,62,2018-03-22 20:55:00
53M1981,433155,426325,3,3,A61,1,4,1,E08000035,9,2,3,2,60,2018-03-22 20:55:00
53M1981,433155,426325,3,3,A61,1,4,1,E08000035,9,1,3,2,44,2018-03-22 20:55:00
53M1981,433155,426325,3,3,A61,1,4,1,E08000035,9,2,3,2,15,2018-03-22 20:55:00
53N0309,427174,430619,2,1,M621,1,1,1,E08000035,9,1,3,1,25,2018-03-23 08:25:00
53N0309,427174,430619,2,1,M621,1,1,1,E08000035,9,2,3,1,23,2018-03-23 08:25:00
53N0566,434048,433351,2,6,U,1,1,1,E08000035,1,1,2,1,40,2018-03-20 15:00:00
53N0917,422759,433540,2,6,U,1,1,1,E08000035,5,1,2,1,38,2018-03-23 13:30:00
53N2005,431338,427073,1,6,U,1,1,1,E08000035,9,3,1,1,38,2018-03-23 21:34:00
53O0409,431966,435834,3,3,A58,2,1,1,E08000035,9,1,3,2,44,2018-03-24 07:16:00
53O0849,431306,430217,1,6,U,1,1,1,E08000035,4,1,3,1,38,2018-03-24 12:28:00
53O0951,430289,435051,1,6,U,1,4,1,E08000035,8,2,3,1,18,2018-03-24 05:50:00
53O1399,424370,437848,1,6,U,1,1,1,E08000035,5,1,2,1,48,2018-03-24 17:00:00
53O1581,429588,434733,2,3,A660,1,4,1,E08000035,3,2,3,1,22,2018-03-13 18:15:00
53O1731,431883,435291,2,6,U,1,7,1,E08000035,9,1,3,2,38,2018-03-24 19:14:00
53O1731,431883,435291,2,6,U,1,7,1,E08000035,9,2,3,1,22,2018-03-24 19:14:00
53O1731,431883,435291,2,6,U,1,7,1,E08000035,9,2,3,1,30,2018-03-24 19:14:00
53O1731,431883,435291,2,6,U,1,7,1,E08000035,9,2,3,2,21,2018-03-24 19:14:00
53P0417,426020,438121,2,3,A6120,1,1,1,E08000035,9,1,2,1,85,2018-03-25 07:30:00
53P0765,430797,434519,2,3,A58,1,1,1,E08000035,1,1,2,2,24,2018-03-25 12:15:00
53P1231,436720,428775,2,6,U,1,1,1,E08000035,3,1,3,1,56,2018-03-25 16:13:00
53P1346,420176,445771,5,6,U,1,1,1,E08000035,1,1,3,2,51,2018-03-25 13:30:00
53P1346,420176,445771,5,6,U,1,1,1,E08000035,1,1,3,2,43,2018-03-25 13:30:00
53P1346,420176,445771,5,6,U,1,1,1,E08000035,1,1,3,2,48,2018-03-25 13:30:00
53P1620,424041,428048,2,3,A62,1,1,1,E08000035,9,1,3,1,27,2018-03-25 18:30:00
53P1620,424041,428048,2,3,A62,1,1,1,E08000035,9,2,3,1,24,2018-03-25 18:30:00
53Q0237,430414,437833,2,6,U,1,1,1,E08000035,1,1,2,1,44,2018-03-26 08:20:00
53Q0330,430887,436408,2,6,U,1,1,1,E08000035,1,1,3,2,29,2018-03-26 09:00:00
53R0642,426293,435593,2,3,A65,2,1,2,E08000035,1,1,3,1,43,2018-03-27 10:50:00
53R1244,430878,438441,2,6,U,1,1,1,E08000035,3,1,2,1,30,2018-03-27 15:50:00
53S1268,430980,433148,2,3,A61,1,1,1,E08000035,9,1,3,1,60,2018-03-28 16:00:00
53S1268,430980,433148,2,3,A61,1,1,1,E08000035,9,1,3,1,64,2018-03-28 16:00:00
53T0219,431416,434085,2,6,U,1,1,1,E08000035,1,1,2,1,44,2018-03-29 06:30:00
53T0710,430909,426543,4,1,M62,1,1,1,E08000035,9,1,3,1,46,2018-03-29 12:18:00
53U1260,426817,432945,2,6,U,1,1,1,E08000035,9,1,3,1,18,2018-03-30 16:24:00
53U1944,432402,434880,1,6,U,2,4,1,E08000035,8,3,3,1,20,2018-03-30 21:40:00
53V0006,429506,430264,2,3,A653,2,4,2,E08000035,9,1,3,1,27,2018-03-30 23:20:00
53V0202,430006,432655,2,6,U,2,4,5,E08000035,9,1,3,1,56,2018-03-31 02:49:00
53V0768,439393,432439,1,3,A63,2,1,1,E08000035,5,1,3,1,59,2018-04-01 12:58:00
53V1208,427681,436616,1,3,A660,1,1,1,E08000035,1,3,3,2,80,2018-03-31 16:41:00
53V1284,429149,431740,2,6,U,1,1,8,E08000035,11,2,3,2,25,2018-03-31 15:38:00
53V1284,429149,431740,2,6,U,1,1,8,E08000035,11,2,3,2,55,2018-03-31 15:38:00
5410016,430692,434912,2,3,A61,2,4,1,E08000035,9,2,3,1,22,2018-04-01 00:09:00
5410016,430692,434912,2,3,A61,2,4,1,E08000035,9,1,3,1,23,2018-04-01 00:09:00
5410036,431176,434984,2,3,A58,1,4,1,E08000035,8,1,3,1,35,2018-04-01 00:10:00
5410859,424436,429560,1,6,U,1,1,1,E08000035,9,3,3,2,5,2018-04-01 13:49:00
5420557,432431,443522,2,3,A61,5,1,2,E08000035,9,1,3,1,50,2018-04-02 10:39:00
5420557,432431,443522,2,3,A61,5,1,2,E08000035,9,2,3,2,48,2018-04-02 10:39:00
5421438,433120,429595,1,1,M1,2,4,5,E08000035,9,1,3,2,43,2018-04-02 19:07:00
5431751,431064,430372,1,6,U,2,4,1,E08000035,9,3,1,2,57,2018-04-03 20:15:00
5431875,430940,430771,1,6,U,1,4,1,E08000035,9,3,3,1,55,2018-04-03 21:10:00
5441226,424608,428009,2,3,A650,2,1,2,E08000035,1,1,3,1,25,2018-04-04 16:50:00
5441296,420667,434357,2,3,A647,2,1,2,E08000035,9,2,3,2,27,2018-04-04 17:20:00
5441296,420667,434357,2,3,A647,2,1,2,E08000035,9,2,3,2,1,2018-04-04 17:20:00
5450787,430241,432151,2,6,U,1,1,1,E08000035,11,1,3,1,59,2018-04-05 13:36:00
5450787,430241,432151,2,6,U,1,1,1,E08000035,11,2,3,1,51,2018-04-05 13:36:00
5450787,430241,432151,2,6,U,1,1,1,E08000035,11,2,3,2,67,2018-04-05 13:36:00
5450787,430241,432151,2,6,U,1,1,1,E08000035,11,2,3,2,51,2018-04-05 13:36:00
5450982,424708,433490,2,3,A6110,1,1,1,E08000035,9,1,3,2,38,2018-04-05 15:00:00
5450982,424708,433490,2,3,A6110,1,1,1,E08000035,9,2,3,2,17,2018-04-05 15:00:00
5450982,424708,433490,2,3,A6110,1,1,1,E08000035,9,1,3,1,18,2018-04-05 15:00:00
5451015,432178,434624,2,6,U,1,1,1,E08000035,1,1,3,1,13,2018-04-05 15:05:00
5451082,425147,432501,1,6,U,1,1,1,E08000035,3,1,2,1,15,2018-04-05 15:48:00
5451082,425147,432501,1,6,U,1,1,1,E08000035,3,2,3,1,15,2018-04-05 15:48:00
5451212,441345,445167,1,2,A1(M),1,1,1,E08000035,21,1,3,1,30,2018-04-05 16:45:00
5451354,433685,427669,2,3,A654,1,1,1,E08000035,9,2,3,2,46,2018-04-05 17:20:00
5451354,433685,427669,2,3,A654,1,1,1,E08000035,9,1,3,1,43,2018-04-05 17:20:00
5451680,430988,435794,1,6,U,1,4,1,E08000035,9,3,3,2,13,2018-04-05 20:05:00
5451875,430073,434404,2,2,A64(M),1,6,1,E08000035,9,1,3,1,39,2018-04-05 21:30:00
5460281,428419,432509,2,3,A62,1,7,1,E08000035,1,1,3,1,59,2018-04-06 05:54:00
5460313,427137,426480,1,6,U,1,1,1,E08000035,3,1,3,1,22,2018-04-06 06:55:00
5461093,428472,425646,2,6,U,1,1,1,E08000035,1,1,3,1,11,2018-04-06 15:05:00
5461824,425159,433316,1,3,A6110,1,1,1,E08000035,11,2,3,1,30,2018-04-06 19:08:00
5471493,430438,437756,2,3,A61,1,1,1,E08000035,1,1,3,2,26,2018-04-07 17:32:00
5471829,425937,435567,2,4,B6157,2,4,1,E08000035,9,1,3,2,40,2018-04-07 20:20:00
5480311,431184,434728,1,6,U,1,4,1,E08000035,9,3,3,2,24,2018-04-08 04:35:00
5490001,431896,430385,1,3,A61,1,4,1,E08000035,9,1,2,1,22,2018-04-09 00:00:00
