Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Full Time
66T0709,434089,429953,1,1,M1,1,1,1,E08000035,5,1,3,1,61,2019-06-29 10:55:00
66T1712,430439,431745,3,1,M621,1,1,1,E08000035,10,2,3,1,45,2019-06-29 19:05:00
66T1712,430439,431745,3,1,M621,1,1,1,E08000035,9,1,3,2,30,2019-06-29 19:05:00
66T1712,430439,431745,3,1,M621,1,1,1,E08000035,10,2,3,1,27,2019-06-29 19:05:00
66T2284,434191,435125,2,6,U,1,4,1,E08000035,2,1,3,1,16,2019-06-29 22:45:00
66U2159,432375,435136,2,6,U,2,4,2,E08000035,9,1,3,1,20,2019-06-30 22:55:00
66U2159,432375,435136,2,6,U,2,4,2,E08000035,9,1,3,2,41,2019-06-30 22:55:00
6710285,443620,435469,1,2,A1(M),1,1,1,E08000035,21,1,3,1,49,2019-07-01 07:48:00
6710335,425632,435391,2,6,U,1,1,1,E08000035,1,1,3,1,33,2019-07-01 08:20:00
6711004,431889,435623,1,6,U,1,1,1,E08000035,9,3,3,1,24,2019-07-01 14:17:00
6711067,420472,440317,2,3,A65,1,1,1,E08000035,9,1,3,2,55,2019-07-01 14:30:00
6711365,433982,433995,3,4,B6159,1,1,1,E08000035,9,1,3,2,36,2019-07-01 16:45:00
6711365,433982,433995,3,4,B6159,1,1,1,E08000035,9,2,3,2,24,2019-07-01 16:45:00
6720392,427875,434393,2,3,A65,1,1,1,E08000035,1,1,3,1,32,2019-07-02 08:30:00
6720416,421314,434448,2,4,B6157,1,1,1,E08000035,1,1,3,1,27,2019-07-02 09:19:00
6720541,429077,433519,2,3,A58,1,1,1,E08000035,9,1,3,1,21,2019-07-02 10:00:00
6720859,428290,435116,2,6,U,1,1,1,E08000035,9,1,3,1,22,2019-06-30 19:50:00
6720859,428290,435116,2,6,U,1,1,1,E08000035,9,2,3,2,23,2019-06-30 19:50:00
6721033,419930,441983,2,6,U,1,1,1,E08000035,9,1,3,2,31,2019-07-02 13:05:00
6721767,433402,434077,1,6,U,1,1,1,E08000035,9,1,3,2,45,2019-07-01 19:40:00
6730913,427238,433808,1,6,U,1,1,1,E08000035,9,3,3,2,2,2019-07-03 13:30:00
6740519,437151,437681,1,3,A64,1,1,1,E08000035,9,3,3,1,30,2019-07-04 07:45:00
6740625,427511,433704,2,3,A647,1,1,1,E08000035,1,1,3,1,37,2019-07-04 10:30:00
6740708,431500,430577,2,6,U,1,1,1,E08000035,9,1,2,1,19,2019-07-04 11:55:00
6740708,431500,430577,2,6,U,1,1,1,E08000035,9,2,2,1,25,2019-07-04 11:55:00
6740915,431340,431884,2,6,U,1,1,1,E08000035,9,1,3,1,29,2019-07-04 13:47:00
6740915,431340,431884,2,6,U,1,1,1,E08000035,9,1,3,2,27,2019-07-04 13:47:00
6740915,431340,431884,2,6,U,1,1,1,E08000035,9,2,3,2,18,2019-07-04 13:47:00
6741040,429035,433672,2,3,A65,1,1,1,E08000035,9,1,3,2,33,2019-07-04 10:30:00
6741810,425087,435937,1,3,A657,1,1,1,E08000035,11,2,3,2,29,2019-07-04 13:30:00
6742031,441670,430498,1,6,U,1,7,1,E08000035,9,3,3,2,25,2019-07-04 21:50:00
6750444,427122,434796,2,3,A65,1,1,1,E08000035,1,1,3,1,43,2019-07-05 08:45:00
6750678,429055,429678,2,6,U,1,1,1,E08000035,11,2,3,2,44,2019-06-27 12:17:00
6751017,430301,434778,2,6,U,1,1,1,E08000035,1,1,2,1,52,2019-07-03 16:45:00
6751070,430397,438008,2,6,U,1,1,1,E08000035,1,1,3,2,30,2019-07-05 15:20:00
6751278,424984,432681,1,6,U,1,1,1,E08000035,9,3,3,2,8,2019-07-05 17:02:00
6751406,436150,434720,1,6,U,1,1,1,E08000035,22,3,3,1,47,2019-07-05 16:30:00
6751645,434767,436483,1,6,U,1,1,1,E08000035,9,3,3,2,5,2019-07-05 20:00:00
6761245,427944,436117,2,3,A660,1,1,1,E08000035,1,1,3,2,40,2019-07-06 16:00:00
6761412,433149,426328,2,3,A61,1,1,1,E08000035,9,1,3,2,17,2019-07-06 17:20:00
6761412,433149,426328,2,3,A61,1,1,1,E08000035,9,2,3,2,2,2019-07-06 17:20:00
6761843,425144,437876,2,3,A6120,1,1,1,E08000035,9,1,3,1,25,2019-07-06 20:38:00
6761843,425144,437876,2,3,A6120,1,1,1,E08000035,9,2,3,2,34,2019-07-06 20:38:00
6761843,425144,437876,2,3,A6120,1,1,1,E08000035,9,2,3,2,27,2019-07-06 20:38:00
6761843,425144,437876,2,3,A6120,1,1,1,E08000035,9,2,3,2,27,2019-07-06 20:38:00
6770516,432117,432760,3,5,C,1,1,1,E08000035,9,1,3,2,28,2019-07-05 14:00:00
6770516,432117,432760,3,5,C,1,1,1,E08000035,9,2,3,2,23,2019-07-05 14:00:00
6770741,426562,430241,2,3,A62,1,1,1,E08000035,4,1,3,1,23,2019-07-07 11:39:00
6771465,422994,428612,1,6,U,1,1,1,E08000035,9,3,2,1,10,2019-07-07 18:01:00
6771582,430080,434403,2,3,A58,1,1,1,E08000035,9,1,3,2,33,2019-07-07 19:15:00
6771973,430375,426388,1,6,U,1,4,1,E08000035,9,2,1,1,23,2019-07-07 23:12:00
6771973,430375,426388,1,6,U,1,4,1,E08000035,9,2,3,1,20,2019-07-07 23:12:00
6771973,430375,426388,1,6,U,1,4,1,E08000035,9,2,2,1,22,2019-07-07 23:12:00
6771973,430375,426388,1,6,U,1,4,1,E08000035,9,1,2,1,30,2019-07-07 23:12:00
6781132,440688,447731,2,3,A168,1,1,1,E08000035,9,1,3,2,41,2019-07-08 15:20:00
6790441,442248,449107,2,4,B1224,1,1,1,E08000035,1,1,3,1,26,2019-07-01 07:30:00
6790530,429500,433453,2,6,U,1,1,1,E08000035,1,1,3,1,35,2019-07-09 10:25:00
6790755,424532,435628,4,6,U,1,1,1,E08000035,9,3,2,1,34,2019-07-09 12:30:00
6791534,431403,433514,1,6,U,1,1,1,E08000035,4,3,3,1,16,2019-07-09 18:05:00
67A0282,429775,435099,1,6,U,1,1,1,E08000035,9,3,3,1,48,2019-07-10 07:24:00
67A1664,428577,427871,2,3,A653,1,1,1,E08000035,1,1,3,1,21,2019-07-10 19:00:00
67A1820,430012,432644,2,3,A653,1,1,1,E08000035,9,1,3,2,28,2019-07-10 08:10:00
67B0355,428365,432525,3,3,A58,1,1,1,E08000035,9,1,3,1,26,2019-07-11 08:16:00
67B0979,437789,432332,2,1,M1,1,1,1,E08000035,19,1,3,1,43,2019-07-11 13:59:00
67B0979,437789,432332,2,1,M1,1,1,1,E08000035,9,1,3,1,63,2019-07-11 13:59:00
67B1164,432361,434990,1,6,U,1,1,1,E08000035,9,3,2,1,6,2019-07-11 15:20:00
67B1459,430675,424626,2,3,A650,1,1,1,E08000035,4,1,3,1,39,2019-07-11 17:17:00
67B1799,437762,436980,1,6,U,1,1,1,E08000035,9,3,3,1,8,2019-07-11 16:55:00
67B1808,431144,433612,2,6,U,1,1,1,E08000035,9,1,3,1,57,2019-07-11 19:40:00
67B1808,431144,433612,2,6,U,1,1,1,E08000035,9,1,3,2,32,2019-07-11 19:40:00
67B1808,431144,433612,2,6,U,1,1,1,E08000035,9,2,3,1,79,2019-07-11 19:40:00
67B1808,431144,433612,2,6,U,1,1,1,E08000035,9,2,3,2,56,2019-07-11 19:40:00
67B1927,433907,428923,1,6,U,1,1,1,E08000035,8,3,3,1,64,2019-07-11 20:30:00
67C0336,424097,428213,2,3,A650,1,1,1,E08000035,3,1,3,1,49,2019-07-12 07:45:00
67C0605,428180,426210,2,3,A650,1,1,1,E08000035,3,1,3,1,29,2019-07-12 06:20:00
67C0905,430155,431189,2,6,U,1,1,1,E08000035,9,1,3,2,35,2019-07-12 13:00:00
67C0913,440441,446650,1,2,A1(M),1,1,1,E08000035,5,1,2,1,58,2019-07-12 13:28:00
67C1256,440210,433075,1,6,U,1,1,1,E08000035,9,3,3,1,11,2019-07-12 15:39:00
67D0492,435020,434974,2,6,U,1,1,1,E08000035,9,1,3,2,32,2019-07-13 09:11:00
67D1642,428493,423975,1,6,U,1,1,1,E08000035,9,1,2,1,19,2019-07-13 19:14:00
67D2189,425969,434129,2,3,A647,1,4,1,E08000035,9,3,1,1,30,2019-07-13 22:58:00
67E0039,429938,432991,1,6,U,2,4,2,E08000035,8,3,3,1,30,2019-07-14 00:22:00
67E1264,433386,433697,2,6,U,1,1,1,E08000035,9,1,3,1,25,2019-07-14 16:00:00
67E1264,433386,433697,2,6,U,1,1,1,E08000035,9,2,3,2,27,2019-07-14 16:00:00
67E1803,431539,435164,2,3,A58,1,1,1,E08000035,3,1,3,1,38,2019-07-14 20:11:00
67F1314,425906,436262,2,3,A65,1,1,1,E08000035,9,1,3,2,26,2019-07-15 16:08:00
67F1314,425906,436262,2,3,A65,1,1,1,E08000035,9,1,3,1,49,2019-07-15 16:08:00
67F1391,427340,426476,2,6,U,1,1,1,E08000035,9,1,3,1,44,2019-07-15 15:30:00
67F1391,427340,426476,2,6,U,1,1,1,E08000035,9,2,3,1,23,2019-07-15 15:30:00
67F1894,424117,432073,2,4,B6154,1,1,1,E08000035,1,1,3,1,34,2019-07-15 20:00:00
67F2127,431315,429061,1,6,U,1,1,1,E08000035,9,3,3,1,12,2019-07-15 08:40:00
67G0582,431371,432380,2,3,A61,1,1,1,E08000035,9,1,3,1,75,2019-07-16 10:32:00
67G0582,431371,432380,2,3,A61,1,1,1,E08000035,9,1,3,1,35,2019-07-16 10:32:00
67G0582,431371,432380,2,3,A61,1,1,1,E08000035,9,2,3,1,16,2019-07-16 10:32:00
67G0892,440471,448400,2,4,B6164,1,1,1,E08000035,1,1,3,1,27,2019-07-16 12:45:00
67G1049,425260,432967,2,3,A6110,1,1,1,E08000035,9,1,3,1,51,2019-07-16 14:00:00
67G1405,440466,448359,2,4,B6164,1,1,1,E08000035,1,1,3,1,55,2019-07-16 15:10:00
67H0264,422307,433311,1,6,U,1,1,1,E08000035,11,3,2,1,85,2019-07-17 10:32:00
67H0398,427753,432619,2,6,U,1,1,1,E08000035,1,1,3,1,44,2019-07-17 08:00:00
67H0587,430085,434197,2,3,A58,1,1,1,E08000035,1,1,3,1,41,2019-07-15 08:20:00
67H1717,434639,433494,1,6,U,1,1,1,E08000035,8,2,3,2,64,2019-07-17 18:15:00
67I0300,431435,431610,2,3,A639,1,1,1,E08000035,9,1,3,1,29,2019-07-18 07:51:00
67I0300,431435,431610,2,3,A639,1,1,1,E08000035,9,1,3,2,34,2019-07-18 07:51:00
67I0319,431079,439122,2,6,U,1,1,1,E08000035,1,1,3,1,15,2019-07-18 08:15:00
67I0966,429099,432193,2,6,U,1,1,1,E08000035,9,1,3,1,45,2019-07-18 14:00:00
67I1557,426403,432010,2,6,U,1,1,1,E08000035,1,1,3,1,31,2019-07-18 17:20:00
67I1682,429032,431772,1,6,U,1,1,1,E08000035,2,1,3,1,23,2019-07-18 19:00:00
67I1694,437862,432781,4,1,M1,1,1,1,E08000035,9,1,3,1,55,2019-07-18 19:15:00
67I1694,437862,432781,4,1,M1,1,1,1,E08000035,9,1,3,1,40,2019-07-18 19:15:00
67I1694,437862,432781,4,1,M1,1,1,1,E08000035,9,2,2,1,13,2019-07-18 19:15:00
67I1694,437862,432781,4,1,M1,1,1,1,E08000035,9,1,3,1,27,2019-07-18 19:15:00
67I1694,437862,432781,4,1,M1,1,1,1,E08000035,9,2,3,2,26,2019-07-18 19:15:00
67J0353,438065,432892,2,3,A63,2,1,1,E08000035,1,1,2,1,22,2019-07-19 08:17:00
67J0670,430875,434255,2,3,A61,2,1,2,E08000035,1,1,3,1,41,2019-07-19 16:55:00
67J1346,421215,429087,3,3,A650,2,1,2,E08000035,19,1,3,1,53,2019-07-19 16:35:00
67J1921,424878,444621,1,3,A658,2,1,1,E08000035,9,1,3,2,23,2019-07-19 20:45:00
67J1921,424878,444621,1,3,A658,2,1,1,E08000035,9,2,3,1,22,2019-07-19 20:45:00
67J1921,424878,444621,1,3,A658,2,1,1,E08000035,9,2,3,1,23,2019-07-19 20:45:00
67J2062,421542,444314,4,6,U,2,6,1,E08000035,9,1,2,1,70,2019-07-19 21:30:00
67J2062,421542,444314,4,6,U,2,6,1,E08000035,9,2,3,2,70,2019-07-19 21:30:00
67J2062,421542,444314,4,6,U,2,6,1,E08000035,9,1,2,2,46,2019-07-19 21:30:00
67J2160,441858,445739,2,6,U,2,4,1,E08000035,9,1,3,2,45,2019-07-19 22:56:00
67K1199,432293,436085,1,6,U,1,1,1,E08000035,97,1,2,1,48,2019-07-20 15:35:00
67K1420,432911,433351,2,6,U,1,1,1,E08000035,4,1,3,1,53,2019-07-20 17:25:00
67K1480,427218,429828,2,6,U,1,1,1,E08000035,1,1,3,1,8,2019-07-20 17:52:00
67L0743,434111,429948,2,1,M1,1,1,1,E08000035,9,2,3,1,14,2019-07-21 11:40:00
67L0743,434111,429948,2,1,M1,1,1,1,E08000035,9,1,3,2,52,2019-07-21 11:40:00
67L1699,430484,437131,1,6,U,1,1,1,E08000035,9,1,3,2,51,2019-07-21 19:35:00
67M0651,432041,428516,2,1,M1,1,1,1,E08000035,9,1,3,1,19,2019-07-22 11:51:00
67M0651,432041,428516,2,1,M1,1,1,1,E08000035,9,1,3,1,27,2019-07-22 11:51:00
67M0651,432041,428516,2,1,M1,1,1,1,E08000035,9,2,3,2,59,2019-07-22 11:51:00
67M0651,432041,428516,2,1,M1,1,1,1,E08000035,9,2,3,1,6,2019-07-22 11:51:00
67N0603,427834,435807,2,6,U,1,1,1,E08000035,9,1,3,1,32,2019-07-23 10:58:00
67N0881,427955,433625,2,3,A647,1,1,1,E08000035,1,1,3,2,25,2019-07-18 16:30:00
67N1769,445481,436216,1,6,U,1,1,1,E08000035,5,1,2,1,20,2019-07-23 19:00:00
67N1804,430330,433394,2,6,U,1,1,1,E08000035,9,1,3,2,27,2019-07-23 19:20:00
67O0247,430438,431159,2,6,U,2,1,2,E08000035,9,1,3,1,30,2019-07-24 05:50:00
67O0247,430438,431159,2,6,U,2,1,2,E08000035,9,1,3,1,67,2019-07-24 05:50:00
67O0247,430438,431159,2,6,U,2,1,2,E08000035,9,2,3,2,67,2019-07-24 05:50:00
67O0409,421168,444945,2,3,A660,2,1,1,E08000035,9,1,3,2,20,2019-07-24 08:20:00
67O0409,421168,444945,2,3,A660,2,1,1,E08000035,9,1,2,2,32,2019-07-24 08:20:00
67O0409,421168,444945,2,3,A660,2,1,1,E08000035,9,2,3,1,32,2019-07-24 08:20:00
67O0704,422448,436372,2,6,U,1,1,1,E08000035,9,1,3,2,18,2019-07-24 11:50:00
67O0733,433614,434246,2,6,U,1,4,1,E08000035,1,1,3,1,19,2019-07-22 22:30:00
67O1144,432646,435861,2,6,U,1,1,1,E08000035,9,1,3,2,35,2019-07-24 15:10:00
67O1434,427400,431364,2,6,U,1,1,1,E08000035,9,1,3,2,33,2019-07-24 16:40:00
67O1815,423698,437016,2,6,U,1,1,1,E08000035,1,1,2,1,16,2019-07-24 19:37:00
67P0388,425573,435382,1,6,U,1,1,1,E08000035,11,2,3,2,77,2019-07-25 08:30:00
67P1746,432150,436131,2,6,U,1,1,1,E08000035,9,1,3,2,41,2019-07-19 19:00:00
67P1746,432150,436131,2,6,U,1,1,1,E08000035,9,2,3,2,13,2019-07-19 19:00:00
67P1784,425658,433913,2,6,U,1,1,1,E08000035,3,1,2,1,19,2019-07-25 19:00:00
67P1900,430322,433278,2,6,U,1,1,1,E08000035,1,1,3,1,41,2019-07-25 19:45:00
67Q0590,433310,426326,2,6,U,1,1,1,E08000035,1,1,2,2,45,2019-07-26 10:20:00
67Q0597,439385,432434,2,3,A63,1,1,1,E08000035,9,1,3,1,60,2019-07-26 10:20:00
67Q1299,431508,429644,3,6,U,1,1,1,E08000035,9,1,2,1,34,2019-07-26 15:50:00
67R1235,432020,435735,1,4,B6159,2,1,1,E08000035,8,3,3,2,12,2019-07-27 15:30:00
67R1235,432020,435735,1,4,B6159,2,1,1,E08000035,8,2,3,2,30,2019-07-27 15:30:00
67R1235,432020,435735,1,4,B6159,2,1,1,E08000035,8,2,3,2,7,2019-07-27 15:30:00
67R1474,431935,430604,1,3,A639,2,1,2,E08000035,9,1,3,2,20,2019-07-27 18:00:00
67R1711,428014,426151,1,3,A653,2,1,2,E08000035,9,1,3,1,21,2019-07-27 20:15:00
67R2116,424699,444386,1,3,A658,2,4,1,E08000035,9,1,3,1,24,2019-07-27 23:45:00
67R2116,424699,444386,1,3,A658,2,4,1,E08000035,9,2,3,2,22,2019-07-27 23:45:00
67R2116,424699,444386,1,3,A658,2,4,1,E08000035,9,2,3,1,21,2019-07-27 23:45:00
67S0407,431266,434826,2,6,U,1,1,1,E08000035,9,1,3,1,30,2019-07-28 05:40:00
67S0693,420844,439799,2,6,U,1,1,1,E08000035,9,1,3,1,56,2019-07-28 11:00:00
67T0004,429179,433842,2,6,U,2,4,2,E08000035,9,1,3,1,34,2019-07-29 00:00:00
67T0234,430421,433813,1,6,U,1,1,1,E08000035,11,2,3,2,51,2019-07-26 19:06:00
67T0870,424468,437097,2,3,A65,1,1,1,E08000035,9,1,3,2,42,2019-07-23 16:05:00
67T1056,430000,434162,2,3,A660,1,1,1,E08000035,1,1,2,2,68,2019-07-21 12:40:00
67T1460,429609,435399,2,6,U,1,1,1,E08000035,1,1,3,1,29,2019-07-29 17:00:00
67U0394,423823,431578,2,6,U,1,1,1,E08000035,3,1,2,1,27,2019-07-03 08:28:00
67U0528,431969,435830,1,3,A58,2,1,1,E08000035,9,3,3,1,8,2019-07-31 10:06:00
67U1225,432265,442314,2,3,A61,2,1,2,E08000035,9,1,2,2,64,2019-07-30 15:21:00
67U1225,432265,442314,2,3,A61,2,1,2,E08000035,9,1,3,2,45,2019-07-30 15:21:00
67V0637,432482,434458,1,6,U,1,1,1,E08000035,9,3,3,1,4,2019-07-31 11:55:00
67V1269,428337,434086,1,3,A65,1,1,1,E08000035,11,3,3,1,30,2019-07-31 08:30:00
67V1517,419823,432193,2,6,U,1,1,1,E08000035,5,1,2,1,27,2019-07-31 18:40:00
67V1517,419823,432193,2,6,U,1,1,1,E08000035,5,2,2,1,13,2019-07-31 18:40:00
67V1604,429716,433371,1,6,U,1,1,1,E08000035,11,3,3,2,40,2019-07-31 16:15:00
6810676,431206,431863,2,3,A639,2,1,1,E08000035,4,1,2,1,25,2019-07-31 17:30:00
6810757,420890,433364,1,6,U,1,1,1,E08000035,11,2,3,1,28,2019-08-01 11:35:00
6810760,422409,436968,2,3,A6120,1,1,1,E08000035,9,1,3,1,57,2019-08-01 12:25:00
6811318,435463,425915,4,1,M62,1,1,1,E08000035,9,1,3,2,55,2019-08-01 16:40:00
6811318,435463,425915,4,1,M62,1,1,1,E08000035,9,1,3,2,21,2019-08-01 16:40:00
6811318,435463,425915,4,1,M62,1,1,1,E08000035,9,1,3,1,58,2019-08-01 16:40:00
6811353,425877,426271,2,1,M62,1,1,1,E08000035,9,1,3,2,63,2019-07-04 08:44:00
6811573,430404,433693,1,6,U,1,1,1,E08000035,11,3,3,2,27,2019-08-02 18:30:00
6811650,427419,434985,2,6,U,1,1,1,E08000035,9,1,3,2,27,2019-08-01 19:00:00
6811650,427419,434985,2,6,U,1,1,1,E08000035,9,1,3,1,52,2019-08-01 19:00:00
6830273,426524,433718,2,6,U,1,1,1,E08000035,3,1,3,1,17,2019-08-29 07:20:00
6840059,429774,430607,4,3,A653,1,4,1,E08000035,9,1,3,2,36,2019-08-04 00:29:00
6840059,429774,430607,4,3,A653,1,4,1,E08000035,9,1,3,2,26,2019-08-04 00:29:00
6841546,435089,435686,3,6,U,1,1,1,E08000035,2,1,3,1,22,2019-08-04 17:56:00
6851136,433273,437414,2,6,U,1,1,1,E08000035,9,1,2,1,35,2019-08-06 14:56:00
6851523,430534,432704,2,3,A61,1,1,1,E08000035,1,1,2,1,33,2019-08-05 17:49:00
6851610,435642,434464,2,6,U,1,1,1,E08000035,3,1,2,1,16,2019-08-05 18:21:00
6851610,435642,434464,2,6,U,1,1,1,E08000035,3,2,3,1,17,2019-08-05 18:21:00
6851910,427568,436873,2,3,A660,1,1,1,E08000035,1,1,3,2,29,2019-08-05 20:30:00
6852157,421358,445776,1,3,A659,1,5,1,E08000035,9,1,3,1,21,2019-08-05 22:20:00
6860470,429284,433491,1,6,U,1,1,1,E08000035,9,3,3,1,37,2019-08-06 08:45:00
6861222,419364,446516,2,6,U,1,1,1,E08000035,1,1,3,1,12,2019-08-06 16:17:00
6870640,443648,437139,1,2,A1(M),1,1,1,E08000035,9,1,2,2,61,2019-08-07 11:30:00
6871155,427653,436656,2,3,A660,1,1,1,E08000035,1,1,3,1,28,2019-07-25 17:35:00
6880467,431776,426356,2,1,M62,1,1,1,E08000035,9,1,3,2,19,2019-08-08 09:47:00
6880467,431776,426356,2,1,M62,1,1,1,E08000035,9,1,3,1,20,2019-08-08 09:47:00
6880544,426397,433971,1,3,A647,1,1,1,E08000035,9,3,3,1,39,2019-08-08 10:30:00
6881540,426387,435618,2,6,U,1,1,1,E08000035,5,1,2,1,61,2019-08-08 18:18:00
6890314,425904,436250,1,3,A65,2,1,2,E08000035,3,1,2,1,41,2019-08-09 06:25:00
6890539,432046,439740,2,6,U,2,1,2,E08000035,9,1,3,1,60,2019-08-09 09:50:00
6891280,440504,447298,1,2,A1(M),1,1,1,E08000035,9,1,3,2,25,2019-08-09 16:14:00
6891280,440504,447298,1,2,A1(M),1,1,1,E08000035,9,2,3,1,26,2019-08-09 16:14:00
68A1357,430930,436028,1,6,U,2,1,2,E08000035,9,3,3,2,47,2019-08-10 17:40:00
68A1448,424123,444024,2,6,U,1,1,1,E08000035,19,1,3,1,21,2019-08-10 18:25:00
68A1602,428472,433317,3,3,A647,1,1,1,E08000035,9,1,3,1,64,2019-08-10 19:36:00
68A1911,436138,435220,3,3,A6120,1,4,1,E08000035,9,2,2,2,17,2019-08-10 21:47:00
68B0730,427212,437303,2,3,A660,1,1,1,E08000035,9,1,3,2,24,2019-08-11 11:30:00
68B0740,428980,429767,1,6,U,1,1,1,E08000035,9,3,3,1,41,2019-08-11 12:36:00
68B1033,429412,431639,3,6,U,1,1,1,E08000035,9,2,3,1,17,2019-08-11 15:20:00
68B1524,425936,435568,2,6,U,1,1,1,E08000035,9,1,3,1,39,2019-08-11 17:30:00
68C0406,430490,435970,2,6,U,1,1,1,E08000035,1,1,2,1,52,2019-08-12 09:20:00
68C1193,431343,434943,2,6,U,1,1,1,E08000035,3,1,3,1,36,2019-08-12 16:23:00
68C1375,428419,432512,2,6,U,2,1,1,E08000035,3,1,2,1,49,2019-08-12 16:30:00
68C2098,422451,428363,3,6,U,2,4,1,E08000035,9,1,2,2,50,2019-08-12 22:48:00
68D0573,430675,432499,2,6,U,1,1,1,E08000035,9,1,3,1,67,2019-08-13 11:00:00
68D0573,430675,432499,2,6,U,1,1,1,E08000035,9,2,3,2,74,2019-08-13 11:00:00
68D0573,430675,432499,2,6,U,1,1,1,E08000035,9,2,3,1,63,2019-08-13 11:00:00
68D1203,432189,432810,1,6,U,1,1,1,E08000035,3,1,2,1,51,2019-08-13 16:30:00
68D1281,431424,435629,4,6,U,1,1,1,E08000035,9,1,3,1,21,2019-08-13 17:10:00
68E1129,431206,437668,2,6,U,2,1,1,E08000035,11,2,3,2,68,2019-08-14 16:40:00
68F0455,430234,433401,1,6,U,1,1,1,E08000035,19,1,3,1,35,2019-08-15 10:38:00
68F0455,430234,433401,1,6,U,1,1,1,E08000035,19,2,3,1,35,2019-08-15 10:38:00
68F0455,430234,433401,1,6,U,1,1,1,E08000035,19,2,3,1,29,2019-08-15 10:38:00
68F0812,434620,441231,2,6,U,1,1,4,E08000035,9,1,3,1,70,2019-08-15 14:10:00
68F1342,426988,426455,3,6,U,1,1,1,E08000035,9,1,3,2,31,2019-08-15 18:00:00
68F1342,426988,426455,3,6,U,1,1,1,E08000035,9,2,3,2,4,2019-08-15 18:00:00
68F1382,429383,433470,1,6,U,1,1,1,E08000035,9,3,2,2,39,2019-08-15 18:15:00
68G0081,425548,437562,2,6,U,1,1,1,E08000035,9,1,3,2,26,2019-08-15 19:35:00
68G0700,430773,433449,1,3,A61,2,1,2,E08000035,11,3,3,1,51,2019-08-18 12:25:00
68G0934,440192,426166,3,3,A639,2,1,2,E08000035,9,1,2,2,35,2019-08-16 14:50:00
68G1317,430880,433361,2,3,A653,2,1,2,E08000035,8,1,3,1,40,2019-08-16 17:48:00
68G1931,431137,434297,2,6,U,2,4,1,E08000035,9,1,3,1,26,2019-08-16 23:10:00
68H0058,432661,438017,2,6,U,1,4,1,E08000035,9,2,3,1,28,2019-08-17 00:31:00
68H0488,422947,443102,2,6,U,2,1,1,E08000035,9,1,3,2,24,2019-08-17 08:35:00
68I0453,422377,441728,2,6,U,1,1,1,E08000035,9,1,3,1,43,2019-08-18 05:50:00
68I0453,422377,441728,2,6,U,1,1,1,E08000035,9,2,3,2,39,2019-08-18 05:50:00
68I0453,422377,441728,2,6,U,1,1,1,E08000035,9,2,3,1,10,2019-08-18 05:50:00
68I0453,422377,441728,2,6,U,1,1,1,E08000035,9,2,3,2,7,2019-08-18 05:50:00
68I0870,431396,429436,2,6,U,2,7,1,E08000035,9,1,3,1,30,2019-08-16 23:11:00
68I0949,429316,440221,2,6,U,1,1,1,E08000035,1,1,3,1,38,2019-08-18 18:15:00
68I1603,420021,444947,1,6,U,1,1,1,E08000035,9,3,3,2,25,2019-08-18 15:30:00
68J0223,442220,434606,1,4,B1217,1,1,1,E08000035,9,2,2,2,22,2019-08-19 06:20:00
68J0223,442220,434606,1,4,B1217,1,1,1,E08000035,9,2,3,2,22,2019-08-19 06:20:00
68J0493,435850,433766,2,6,U,1,1,1,E08000035,9,1,2,1,89,2019-08-19 10:15:00
68J0795,431028,434897,2,6,U,1,1,1,E08000035,1,1,3,1,37,2019-07-07 17:45:00
68J0975,424446,433731,1,6,U,1,1,1,E08000035,9,1,3,1,28,2019-08-19 14:15:00
68J0975,424446,433731,1,6,U,1,1,1,E08000035,9,2,3,2,20,2019-08-19 14:15:00
68J1722,430064,433785,2,6,U,1,1,1,E08000035,1,1,3,1,26,2019-08-19 17:45:00
68K0467,440139,426162,3,3,A639,1,1,1,E08000035,9,1,3,2,44,2019-08-20 09:24:00
68K1436,434620,441231,2,6,U,1,1,1,E08000035,9,1,2,1,25,2019-08-20 17:51:00
68K1436,434620,441231,2,6,U,1,1,1,E08000035,9,2,3,1,20,2019-08-20 17:51:00
68K1436,434620,441231,2,6,U,1,1,1,E08000035,9,1,3,1,51,2019-08-20 17:51:00
68L0468,425897,426615,2,6,U,1,1,1,E08000035,9,1,3,1,83,2019-08-21 09:54:00
68L0468,425897,426615,2,6,U,1,1,1,E08000035,9,2,3,1,11,2019-08-21 09:54:00
68L1264,443633,436749,2,2,A1(M),1,1,1,E08000035,9,1,3,1,45,2019-08-21 17:12:00
68L1264,443633,436749,2,2,A1(M),1,1,1,E08000035,9,2,3,2,59,2019-08-21 17:12:00
68L1423,440441,446650,3,2,A1(M),1,1,1,E08000035,19,1,3,1,29,2019-08-21 17:56:00
68L1423,440441,446650,3,2,A1(M),1,1,1,E08000035,19,2,3,1,32,2019-08-21 17:56:00
68L1423,440441,446650,3,2,A1(M),1,1,1,E08000035,19,2,3,1,24,2019-08-21 17:56:00
68L1479,420447,434296,2,3,A647,1,1,1,E08000035,9,2,3,2,15,2019-08-21 18:16:00
68L1548,425778,434409,1,6,U,1,1,1,E08000035,2,3,3,1,14,2019-08-21 18:55:00
